combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
6,AMF↔ITS,AMF,ITS,presence/absence,0.05,84,jaccard,pcoa,148,1286,jaccard_presence_absence,0.45990195316406357,0.001,0.48698395757985413,0.05819049994807855,0.39057985781775617,0.5963678511600705,0.5548121075011844,0.45742618443019084,0.4577110619634334,0.04943007364686657,0.3619924596467689,0.552016245718422,999,120,20320643
