combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
20,EUK↔ITS,EUK,ITS,presence/absence,0.05,84,jaccard,pcoa,4126,1286,0.43809181418085624,0.001,0.47632547388150376,0.059241184720260916,0.37656637733719217,0.6076100970674696,0.3370656684196086,0.2362015773680067,0.23158850718443333,0.05222293225593842,0.15021027280814334,0.3461445069649055,999,120,20460741
