combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
11,EUK↔ITS,EUK,ITS,CLR,0.05,84,euclidean,pca,4126,1286,direct_aitchison,0.4091389447949679,0.001,0.5133942919251024,0.1093435554272072,0.27724354965397885,0.6925756592546592,0.31027311644712796,0.24989401144618154,0.24575501970812927,0.0596814939451564,0.14591312256651834,0.36105653943155425,999,120,20370678
