combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
2,BAC↔ITS,BAC,ITS,presence/absence,0.05,84,jaccard,pcoa,16561,1286,jaccard_presence_absence,0.5972515497305896,0.001,0.6313478012702296,0.05154889350656245,0.513363378303863,0.7126419649061424,0.431192319100854,0.32667583388427546,0.3249526927495293,0.05015228363465084,0.24067879870809103,0.414309572377488,999,120,20280615
