combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
1,BAC↔AMF,BAC,AMF,CLR,0.05,84,euclidean,pca,16561,148,direct_aitchison,0.26460272268898805,0.001,0.27862054239943823,0.09085876996316185,0.09513898598704221,0.48008371085118756,0.6583080302068124,0.5168919638116012,0.5193495550280866,0.05331510787395522,0.40015410446511,0.6093040986983844,999,120,20270608
