combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
19,AMF↔EUK,AMF,EUK,CLR,0.1,84,euclidean,pca,106,1651,0.4665932176139187,0.001,0.47085052459042576,0.06804011669853637,0.3325691974822709,0.5948458493202895,0.6222921274923265,0.5001842704789123,0.49500934920947437,0.05069893291002273,0.4032324476765441,0.6083052763667124,999,120,20450734
