combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
8,AMF↔EUK,AMF,EUK,presence/absence,0.05,84,jaccard,pcoa,148,4126,jaccard_presence_absence,0.44702397413641126,0.001,0.456305493534948,0.07330007353641883,0.31319218643864993,0.5967074306957265,0.625843761144852,0.4830039449811468,0.48780986935957993,0.055080671868374544,0.3571022925429463,0.5891139703750664,999,120,20340657
