combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
9,AMF↔EUK,AMF,EUK,CLR,0.05,84,euclidean,pca,148,4126,direct_aitchison,0.47841599857754763,0.001,0.4964036393057458,0.07129645134869796,0.3230381271826912,0.604258172079339,0.5908073997702095,0.4721569181271504,0.47307543848058886,0.051146489620201005,0.3674660828202626,0.5491164940928268,999,120,20350664
