combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,clr_distance_strategy,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
10,EUK↔ITS,EUK,ITS,presence/absence,0.05,84,jaccard,pcoa,4126,1286,jaccard_presence_absence,0.43809181418085624,0.001,0.47174687896999545,0.058003250855411345,0.3684226846241157,0.5881908841802953,0.3370656684196086,0.23956743582049297,0.22847678136641877,0.05657802482614837,0.1535458449050916,0.3935124093455905,999,120,20360671
