observed,null_mean,null_sd,null_q025,null_q975,perm_p,threshold,n_pcs,kingdom_a,kingdom_b,n_samples,covariates_used,metric,null_type
0.6029999032377328,0.6029999032377326,1.4449447319834534e-16,0.6029999032377326,0.6029999032377328,0.25,0.01,5,EUK,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,embedding_distance_pearson_r,random_alignment
0.14243192856100706,0.06645673946546077,0.019010326030024022,0.03639341504342013,0.10788459549779422,0.01,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,procrustes_corr,shuffled_labels
0.14243192856100706,0.14243192856100703,7.109559400341156e-17,0.1424319285610069,0.14243192856100717,0.81,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,procrustes_corr,random_alignment
0.09973822561350391,-0.0034300703016236804,0.07071807546883138,-0.14473100729833582,0.13588296099944783,0.14,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,mantel_spearman_r,shuffled_labels
0.09973822561350391,0.09973822561350389,2.78968262765393e-17,0.09973822561350391,0.09973822561350391,1.0,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,mantel_spearman_r,random_alignment
0.20446351893062947,0.08963376193101193,0.026082704798368234,0.05221537753440883,0.15495352678043572,0.01,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,rv_coeff,shuffled_labels
0.20446351893062947,0.20446351893062953,4.139667382262993e-17,0.20446351893062945,0.20446351893062956,0.94,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,rv_coeff,random_alignment
0.04628621730710211,-0.005187893857858216,0.08375819658312152,-0.15613898695645148,0.15113568062615196,0.59,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,embedding_distance_pearson_r,shuffled_labels
0.04628621730710211,0.046286217307102126,2.0327089866888158e-17,0.04628621730710208,0.04628621730710215,0.7,0.01,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,embedding_distance_pearson_r,random_alignment
0.08848994094843621,0.06403387211683387,0.02595704766383062,0.02911415106478832,0.13698107665077894,0.15,0.01,10,AMF,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,procrustes_corr,shuffled_labels
