threshold,n_pcs,kingdom_a,kingdom_b,n_samples,covariates_used,procrustes_corr,adj_procrustes_corr,delta_procrustes_corr,mantel_spearman_r,adj_mantel_spearman_r,delta_mantel_spearman_r,rv_coeff,adj_rv_coeff,delta_rv_coeff,embedding_distance_pearson_r,adj_embedding_distance_pearson_r,delta_embedding_distance_pearson_r
0.2,5,AMF,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.2607263292605986,0.6815056020564882,0.42077927279588967,0.3476843419134756,0.8898780751138872,0.5421937332004116,0.357573846236038,0.7874246221431433,0.42985077590710535,0.3614483299222745,0.902468796764732,0.5410204668424575
0.2,5,AMF,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.2067523213173097,0.6557417593639943,0.44898943804668456,0.23565058606548217,0.7216684126108297,0.48601782654534753,0.3083386164284838,0.5912028949946597,0.2828642785661759,0.26041616900687914,0.8475101783970563,0.5870940093901772
0.2,5,BAC,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5697701219629225,0.9274271889025064,0.3576570669395839,0.5217357730006263,0.868085167807161,0.3463493948065347,0.6559186698572428,0.9336351401960638,0.27771647033882096,0.5449076762030199,0.976305339430882,0.4313976632278621
0.2,5,BAC,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.4875684292966549,0.9643665850601925,0.47679815576353757,0.5020975061531332,0.977537580900075,0.47544007474694183,0.6247092169815998,0.9380472126493588,0.313337995667759,0.5311825397853963,0.9912631391189579,0.4600805993335616
0.2,5,EUK,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.6535394416835123,0.8551981205222869,0.20165867883877464,0.519202175483113,0.7799550756382586,0.26075290015514563,0.7088088445320805,0.8574534111431443,0.14864456661106384,0.5350982042658396,0.9485926457871704,0.41349444152133075
0.2,10,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.2942581985168795,0.8586446858835547,0.5643864873666752,0.2662781358485421,0.9022959177135517,0.6360177818650096,0.42552914963094673,0.7403530547575855,0.31482390512663877,0.33843596215890165,0.9710824672245773,0.6326465050656755
0.2,10,AMF,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.29207048842684447,0.9336238183168163,0.6415533298899718,0.37927459129243807,0.9537357484355338,0.5744611571430958,0.41211911117581385,0.9043301293977657,0.49221101822195185,0.4144665298177606,0.9870345766190503,0.5725680468012897
0.2,10,AMF,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.28086818616741915,0.870667852807126,0.5897996666397068,0.29760829863137195,0.86880767916041,0.5711993805290381,0.38775644406805565,0.5809789383314731,0.19322249426341742,0.3704882323068628,0.9601627045168487,0.5896744722099859
0.2,10,BAC,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5867652950004801,0.9576831602376774,0.3709178652371973,0.4716866797469598,0.9565774296603472,0.4848907499133874,0.6773951858662387,0.9381412383621717,0.26074605249593297,0.5058453535846252,0.9900250521033547,0.48417969851872944
0.2,10,BAC,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5532587447657904,0.9306267565893214,0.37736801182353097,0.48763680106327073,0.9246661585790962,0.43702935751582545,0.6574060532493777,0.9061937344695076,0.24878768122012984,0.5511181424308889,0.9763528032606494,0.4252346608297606
0.2,10,EUK,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.6294134224839677,0.8961003052932784,0.26668688280931074,0.5078183249866111,0.8781600360292573,0.37034171104264624,0.7260404011307828,0.7814650116430469,0.055424610512264105,0.5349949116699755,0.9630501187559073,0.4280552070859318
0.2,20,AMF,BAC,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.33820770631407704,0.9122685246981793,0.5740608183841023,0.27091796322948525,0.9655804264125422,0.6946624631830569,0.4507017943706313,0.8323814984239073,0.381679704053276,0.3828325913316494,0.9890290561085874,0.606196464776938
0.2,20,AMF,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.33347062781167147,0.9526179007298954,0.6191472729182239,0.3812163097173708,0.9644562524898154,0.5832399427724446,0.4498851469056082,0.9116465354078408,0.4617613885022326,0.42230672189236707,0.9917118641796262,0.5694051422872591
0.2,20,AMF,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.32687671856711065,0.9439892655575156,0.617112546990405,0.31326448362696585,0.9566349604723067,0.6433704768453408,0.4299648412712937,0.8497521772722519,0.41978733600095824,0.407548812478211,0.990203069344882,0.582654256866671
0.2,20,BAC,EUK,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5338685232638585,0.9872120478292414,0.45334352456538296,0.43366129901102507,0.9937680113928603,0.5601067123818353,0.6819986482763506,0.9800274909642677,0.2980288426879171,0.47280674941161777,0.9985872352387959,0.5257804858271782
0.2,20,BAC,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5110387728558486,0.9798659256526554,0.46882715279680676,0.43680107899222514,0.9861392573519183,0.5493381783596931,0.6606121155024839,0.979677763231771,0.31906564772928714,0.5232556147928114,0.9947187917120938,0.4714631769192824
0.2,20,EUK,ITS,84,pH_KCl|N_pct|C_pct|P_Mehlich3_mg_100g|K_Mehlich3_mg_100g|hfp.300|bio1now.100|bio12now.100|region|PC1|PC2|PC3|PC4,0.5589231529005505,0.9877038490912879,0.42878069619073744,0.45307477515063765,0.9837876585025179,0.5307128833518803,0.715521625385173,0.9857874980393396,0.2702658726541666,0.4901213483050263,0.9963908221566051,0.5062694738515788
