record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,clr_distance_strategy,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
model_summary,1,BAC↔AMF,CLR,0.05,primary,A,abiotic_base,20280614,84,16561,148,3,"pH_KCl,N_pct,bio12now.100",0.2796437150064095,0.2526303543191498,10.352052017663183,0.001,999,direct_aitchison,,,,,,,,0.2526303543191498,0.0
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,A,abiotic_base,20280614,84,16561,148,3,"pH_KCl,N_pct,bio12now.100",0.2796437150064095,0.2526303543191498,10.352052017663183,0.001,999,direct_aitchison,pH_KCl,0.2796437150064095,0.10702841199075452,0.17261530301565498,0.2526303543191498,0.08497973080534116,0.16765062351380866,0.2526303543191498,0.0
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,A,abiotic_base,20280614,84,16561,148,3,"pH_KCl,N_pct,bio12now.100",0.2796437150064095,0.2526303543191498,10.352052017663183,0.001,999,direct_aitchison,N_pct,0.2796437150064095,0.25505432667560335,0.02458938833080615,0.2526303543191498,0.2366606063466059,0.015969747972543913,0.2526303543191498,0.0
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,A,abiotic_base,20280614,84,16561,148,3,"pH_KCl,N_pct,bio12now.100",0.2796437150064095,0.2526303543191498,10.352052017663183,0.001,999,direct_aitchison,bio12now.100,0.2796437150064095,0.25963785439457776,0.02000586061183174,0.2526303543191498,0.24135730758950558,0.011273046729644243,0.2526303543191498,0.0
model_summary,1,BAC↔AMF,CLR,0.05,primary,B,abiotic_plus_alpha,20280615,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2951846753592242,0.25949782347867867,8.271524659762486,0.001,999,direct_aitchison,,,,,,,,0.2526303543191498,0.0068674691595288495
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,B,abiotic_plus_alpha,20280615,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2951846753592242,0.25949782347867867,8.271524659762486,0.001,999,direct_aitchison,pH_KCl,0.2951846753592242,0.1429415489671756,0.15224312639204862,0.25949782347867867,0.11080185705344481,0.14869596642523386,0.2526303543191498,0.0068674691595288495
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,B,abiotic_plus_alpha,20280615,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2951846753592242,0.25949782347867867,8.271524659762486,0.001,999,direct_aitchison,N_pct,0.2951846753592242,0.2706613719526164,0.0245233034066078,0.25949782347867867,0.24331117340083952,0.01618665007783915,0.2526303543191498,0.0068674691595288495
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,B,abiotic_plus_alpha,20280615,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2951846753592242,0.25949782347867867,8.271524659762486,0.001,999,direct_aitchison,bio12now.100,0.2951846753592242,0.2770096005031861,0.018175074856038087,0.25949782347867867,0.24989746052205564,0.009600362956623032,0.2526303543191498,0.0068674691595288495
predictor_effect,1,BAC↔AMF,CLR,0.05,primary,B,abiotic_plus_alpha,20280615,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2951846753592242,0.25949782347867867,8.271524659762486,0.001,999,direct_aitchison,alpha,0.2951846753592242,0.2796437150064095,0.015540960352814714,0.25949782347867867,0.2526303543191498,0.0068674691595288495,0.2526303543191498,0.0068674691595288495
model_summary,1,BAC↔AMF,CLR,0.05,primary,C,abiotic_plus_dark,20280616,84,16561,148,4,"pH_KCl,N_pct,bio12now.100,dark",0.28876264791568673,0.25275063008863285,8.01850785763955,0.001,999,direct_aitchison,,,,,,,,0.2526303543191498,0.00012027576948303587
