record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,clr_distance_strategy,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
model_summary,3,BAC↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,16561,1286,3,"pH_KCl,N_pct,bio12now.100",0.27205613403161155,0.24475823905779692,9.966194620229166,0.001,999,direct_aitchison,,,,,,,,0.24475823905779692,0.0
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,16561,1286,3,"pH_KCl,N_pct,bio12now.100",0.27205613403161155,0.24475823905779692,9.966194620229166,0.001,999,direct_aitchison,pH_KCl,0.27205613403161155,0.11151064459225934,0.1605454894393522,0.24475823905779692,0.08957263581675956,0.15518560324103736,0.24475823905779692,0.0
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,16561,1286,3,"pH_KCl,N_pct,bio12now.100",0.27205613403161155,0.24475823905779692,9.966194620229166,0.001,999,direct_aitchison,N_pct,0.27205613403161155,0.24261600386404591,0.029440130167565637,0.24475823905779692,0.22391516445328163,0.020843074604515288,0.24475823905779692,0.0
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,16561,1286,3,"pH_KCl,N_pct,bio12now.100",0.27205613403161155,0.24475823905779692,9.966194620229166,0.001,999,direct_aitchison,bio12now.100,0.27205613403161155,0.2527089805683731,0.019347153463238453,0.24475823905779692,0.23425735045895024,0.01050088859884668,0.24475823905779692,0.0
model_summary,3,BAC↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2889261950143067,0.2529224580530057,8.024894619268625,0.001,999,direct_aitchison,,,,,,,,0.24475823905779692,0.008164218995208805
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2889261950143067,0.2529224580530057,8.024894619268625,0.001,999,direct_aitchison,pH_KCl,0.2889261950143067,0.1484085934709719,0.1405176015433348,0.2529224580530057,0.11647391572613341,0.1364485423268723,0.24475823905779692,0.008164218995208805
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2889261950143067,0.2529224580530057,8.024894619268625,0.001,999,direct_aitchison,N_pct,0.2889261950143067,0.2597146433544305,0.02921155165987621,0.2529224580530057,0.2319539424802216,0.02096851557278412,0.24475823905779692,0.008164218995208805
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2889261950143067,0.2529224580530057,8.024894619268625,0.001,999,direct_aitchison,bio12now.100,0.2889261950143067,0.27142128331612136,0.017504911698185355,0.2529224580530057,0.24409958144047583,0.008822876612529895,0.24475823905779692,0.008164218995208805
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2889261950143067,0.2529224580530057,8.024894619268625,0.001,999,direct_aitchison,alpha,0.2889261950143067,0.27205613403161155,0.016870060982695168,0.2529224580530057,0.24475823905779692,0.008164218995208805,0.24475823905779692,0.008164218995208805
model_summary,3,BAC↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2835030665786239,0.2472247408357694,7.8146678705111885,0.001,999,direct_aitchison,,,,,,,,0.24475823905779692,0.002466501777972474
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2835030665786239,0.2472247408357694,7.8146678705111885,0.001,999,direct_aitchison,pH_KCl,0.2835030665786239,0.12882422265972837,0.15467884391889553,0.2472247408357694,0.09615513100946826,0.15106960982630113,0.24475823905779692,0.002466501777972474
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2835030665786239,0.2472247408357694,7.8146678705111885,0.001,999,direct_aitchison,N_pct,0.2835030665786239,0.2546143198973688,0.028888746681255073,0.2472247408357694,0.2266623568935201,0.020562383942249296,0.24475823905779692,0.002466501777972474
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2835030665786239,0.2472247408357694,7.8146678705111885,0.001,999,direct_aitchison,bio12now.100,0.2835030665786239,0.2656356454831391,0.01786742109548478,0.2472247408357694,0.23809698218875686,0.00912775864701254,0.24475823905779692,0.002466501777972474
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2835030665786239,0.2472247408357694,7.8146678705111885,0.001,999,direct_aitchison,dark,0.2835030665786239,0.27205613403161155,0.011446932547012345,0.2472247408357694,0.24475823905779692,0.002466501777972474,0.24475823905779692,0.002466501777972474
model_summary,3,BAC↔ITS,CLR,0.05,primary,D,abiotic_plus_pool,20320639,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2870461285905309,0.25094719839258317,7.951651946928036,0.001,999,direct_aitchison,,,,,,,,0.24475823905779692,0.006188959334786248
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,D,abiotic_plus_pool,20320639,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2870461285905309,0.25094719839258317,7.951651946928036,0.001,999,direct_aitchison,pH_KCl,0.2870461285905309,0.1393179767280821,0.1477281518624488,0.25094719839258317,0.10704240085538519,0.14390479753719798,0.24475823905779692,0.006188959334786248
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,D,abiotic_plus_pool,20320639,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2870461285905309,0.25094719839258317,7.951651946928036,0.001,999,direct_aitchison,N_pct,0.2870461285905309,0.2580486268969636,0.028997501693567296,0.25094719839258317,0.23022545040559972,0.020721747986983452,0.24475823905779692,0.006188959334786248
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,D,abiotic_plus_pool,20320639,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2870461285905309,0.25094719839258317,7.951651946928036,0.001,999,direct_aitchison,bio12now.100,0.2870461285905309,0.26973402435685245,0.01731210423367846,0.25094719839258317,0.24234905027023435,0.008598148122348825,0.24475823905779692,0.006188959334786248
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,D,abiotic_plus_pool,20320639,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2870461285905309,0.25094719839258317,7.951651946928036,0.001,999,direct_aitchison,pool,0.2870461285905309,0.27205613403161155,0.014989994558919362,0.25094719839258317,0.24475823905779692,0.006188959334786248,0.24475823905779692,0.006188959334786248
model_summary,3,BAC↔ITS,CLR,0.05,primary,E,abiotic_plus_compl,20320640,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,compl",0.2776436550107463,0.24106865020116386,7.591076377329828,0.001,999,direct_aitchison,,,,,,,,0.24475823905779692,-0.0036895888566330637
predictor_effect,3,BAC↔ITS,CLR,0.05,primary,E,abiotic_plus_compl,20320640,84,16561,1286,4,"pH_KCl,N_pct,bio12now.100,compl",0.2776436550107463,0.24106865020116386,7.591076377329828,0.001,999,direct_aitchison,pH_KCl,0.2776436550107463,0.12459879941542862,0.15304485559531766,0.24106865020116386,0.09177125439350708,0.14929739580765677,0.24475823905779692,-0.0036895888566330637
