record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,clr_distance_strategy,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
model_summary,2,AMF↔ITS,presence/absence,0.05,primary,A,abiotic_base,20300625,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.22213201073447508,0.1929619611370178,7.61507141056897,0.001,999,direct_aitchison,,,,,,,,0.1929619611370178,0.0
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,A,abiotic_base,20300625,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.22213201073447508,0.1929619611370178,7.61507141056897,0.001,999,direct_aitchison,pH_KCl,0.22213201073447508,0.08256491724161763,0.13956709349285745,0.1929619611370178,0.05991219914881796,0.13304976198819984,0.1929619611370178,0.0
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,A,abiotic_base,20300625,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.22213201073447508,0.1929619611370178,7.61507141056897,0.001,999,direct_aitchison,N_pct,0.22213201073447508,0.20349987468068198,0.018632136053793102,0.1929619611370178,0.1838332049197111,0.009128756217306688,0.1929619611370178,0.0
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,A,abiotic_base,20300625,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.22213201073447508,0.1929619611370178,7.61507141056897,0.001,999,direct_aitchison,bio12now.100,0.22213201073447508,0.20366817091302813,0.018463839821446948,0.1929619611370178,0.18400565661458446,0.008956304522433345,0.1929619611370178,0.0
model_summary,2,AMF↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20300626,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.24992394310788135,0.21194540858169808,6.580663162123288,0.001,999,direct_aitchison,,,,,,,,0.1929619611370178,0.01898344744468028
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20300626,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.24992394310788135,0.21194540858169808,6.580663162123288,0.001,999,direct_aitchison,pH_KCl,0.24992394310788135,0.14406759752878207,0.10585634557909929,0.21194540858169808,0.11197013243611131,0.09997527614558677,0.1929619611370178,0.01898344744468028
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20300626,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.24992394310788135,0.21194540858169808,6.580663162123288,0.001,999,direct_aitchison,alpha,0.24992394310788135,0.22213201073447508,0.02779193237340627,0.21194540858169808,0.1929619611370178,0.01898344744468028,0.1929619611370178,0.01898344744468028
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20300626,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.24992394310788135,0.21194540858169808,6.580663162123288,0.001,999,direct_aitchison,N_pct,0.24992394310788135,0.23199194472381013,0.017931998384071224,0.21194540858169808,0.20319164265095302,0.008753765930745061,0.1929619611370178,0.01898344744468028
predictor_effect,2,AMF↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20300626,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.24992394310788135,0.21194540858169808,6.580663162123288,0.001,999,direct_aitchison,bio12now.100,0.24992394310788135,0.23541853702723126,0.014505406080650096,0.21194540858169808,0.20674673216575246,0.0051986764159456245,0.1929619611370178,0.01898344744468028
model_summary,2,AMF↔ITS,presence/absence,0.05,primary,C,abiotic_plus_dark,20300627,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.23462125123167354,0.19586789686365702,6.05421788791807,0.001,999,direct_aitchison,,,,,,,,0.1929619611370178,0.0029059357266392194
