record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,,,,,,,,0.2125677221270216,0.0
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,B,abiotic_plus_alpha,20341648,84,4126,1286,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2828797221864093,0.2270002200191165,5.062316434737023,0.001,999,,,,,,,,0.2125677221270216,0.0144324978920948
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,C,abiotic_plus_dark,20341649,84,4126,1286,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2716788424622355,0.2149265444722797,4.787098533178669,0.001,999,,,,,,,,0.2125677221270216,0.002358822345258
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,D,abiotic_plus_pool,20341650,84,4126,1286,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2773695312187141,0.221060663521471,4.925858795635033,0.001,999,,,,,,,,0.2125677221270216,0.0084929413944493
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,E,abiotic_plus_compl,20341651,84,4126,1286,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.2677984254654522,0.210743757319903,4.693716292982121,0.001,999,,,,,,,,0.2125677221270216,-0.0018239648071186
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20341652,84,4126,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2897667344701236,0.2243505126450033,4.429585298349522,0.001,999,,,,,,,,0.2125677221270216,0.0117827905179817
model_summary,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20341653,84,4126,1286,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2879623360083323,0.2223799195880471,4.390846689193709,0.001,999,,,,,,,,0.2125677221270216,0.0098121974610254
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,A,abiotic_base,20340647,84,4126,1286,3,"pH_KCl,N_pct,bio12now.100",0.2232812516125555,0.1941542985480262,7.665795015286636,0.001,999,,,,,,,,0.1941542985480262,0.0
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,B,abiotic_plus_alpha,20340648,84,4126,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.2432959073125417,0.2049817760372273,6.350030633979071,0.001,999,,,,,,,,0.1941542985480262,0.010827477489201
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,C,abiotic_plus_dark,20340649,84,4126,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.2366660196634492,0.1980161978742568,6.123340515107565,0.001,999,,,,,,,,0.1941542985480262,0.0038618993262306
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,D,abiotic_plus_pool,20340650,84,4126,1286,4,"pH_KCl,N_pct,bio12now.100,pool",0.2413857984331204,0.2029749527841645,6.284313567037589,0.001,999,,,,,,,,0.1941542985480262,0.0088206542361383
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,E,abiotic_plus_compl,20340651,84,4126,1286,4,"pH_KCl,N_pct,bio12now.100,compl",0.2286188409698354,0.1895615670948903,5.853425451603082,0.001,999,,,,,,,,0.1941542985480262,-0.0045927314531358
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,F,abiotic_plus_alpha_dark,20340652,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,dark",0.2516753051759516,0.2037057734564613,5.2465658128093535,0.001,999,,,,,,,,0.1941542985480262,0.0095514749084351
model_summary,4,EUK↔ITS,presence/absence,0.05,primary,G,abiotic_plus_pool_compl,20340653,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,pool,compl",0.2485170671737432,0.2003450843002652,5.158954486604059,0.001,999,,,,,,,,0.1941542985480262,0.0061907857522389
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,pH_KCl,0.2600034015169601,0.1335989386787316,0.1264044628382284,0.2125677221270216,0.0897305305105661,0.1228371916164555,0.2125677221270216,0.0
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,lat,0.2600034015169601,0.2296174181107265,0.0303859834062335,0.2125677221270216,0.1906107051036747,0.0219570170233469,0.2125677221270216,0.0
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,N_pct,0.2600034015169601,0.2360904364327823,0.0239129650841777,0.2125677221270216,0.1974114711888726,0.015156250938149,0.2125677221270216,0.0
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,bio12now.100,0.2600034015169601,0.241293686852221,0.018709714664739,0.2125677221270216,0.2028781773257513,0.0096895448012703,0.2125677221270216,0.0
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,A,abiotic_base,20341647,84,4126,1286,5,"pH_KCl,N_pct,bio12now.100,lat,lon",0.2600034015169601,0.2125677221270216,5.481177983762771,0.001,999,lon,0.2600034015169601,0.2533240817688912,0.0066793197480689,0.2125677221270216,0.2155177061622527,-0.002949984035231,0.2125677221270216,0.0
predictor_effect,4,EUK↔ITS,presence/absence,0.05,geography_sensitivity,B,abiotic_plus_alpha,20341648,84,4126,1286,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2828797221864093,0.2270002200191165,5.062316434737023,0.001,999,pH_KCl,0.2828797221864093,0.1790646987419094,0.1038150234444998,0.2270002200191165,0.126440640968955,0.1005595790501615,0.2125677221270216,0.0144324978920948
