record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,pH_KCl,0.2548650480563823,0.1449734055274657,0.1098916425289165,0.1968025842685679,0.090164008445893,0.1066385758226748,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,alpha,0.2548650480563823,0.2311870587736798,0.0236779892827024,0.1968025842685679,0.1819041779258388,0.014898406342729,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,bio12now.100,0.2548650480563823,0.2367847750476357,0.0180802730087465,0.1968025842685679,0.1878607221660738,0.008941862102494,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,lat,0.2548650480563823,0.2383462519678081,0.0165187960885742,0.1968025842685679,0.1895222937606163,0.0072802905079515,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,lon,0.2548650480563823,0.2432890638998646,0.0115759841565177,0.1968025842685679,0.1947819526113944,0.0020206316571734,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,B,abiotic_plus_alpha,20401681,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,alpha,lat,lon",0.2548650480563823,0.1968025842685679,4.389497644946151,0.001,999,N_pct,0.2548650480563823,0.2459411005222017,0.0089239475341805,0.1968025842685679,0.1976039915813172,-0.0008014073127493,0.1819041779258388,0.014898406342729
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,pH_KCl,0.2405228718511589,0.1184044837691237,0.1221183880820352,0.181342835891509,0.0618919506774008,0.1194508852141081,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,bio12now.100,0.2405228718511589,0.2219330310437691,0.0185898408073897,0.181342835891509,0.1720569432901646,0.0092858926013443,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,lat,0.2405228718511589,0.226925267949553,0.0135976039016059,0.181342835891509,0.1773691953822166,0.0039736405092923,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,lon,0.2405228718511589,0.2287263568316139,0.011796515019545,0.181342835891509,0.1792857386797942,0.0020570972117147,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,dark,0.2405228718511589,0.2311870587736798,0.0093358130774791,0.181342835891509,0.1819041779258388,-0.0005613420343297,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,C,abiotic_plus_dark,20401682,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,dark,lat,lon",0.2405228718511589,0.181342835891509,4.064256939876683,0.001,999,N_pct,0.2405228718511589,0.2313785557652593,0.0091443160858996,0.181342835891509,0.1821079503655964,-0.0007651144740874,0.1819041779258388,-0.0005613420343297
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,pH_KCl,0.2467545704554227,0.1318836161049517,0.114870954350471,0.188060121400001,0.0762351299578332,0.1118249914421678,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,bio12now.100,0.2467545704554227,0.2290074324887827,0.0177471379666399,0.188060121400001,0.1795848320072944,0.0084752893927065,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,pool,0.2467545704554227,0.2311870587736798,0.0155675116817428,0.188060121400001,0.1819041779258388,0.0061559434741622,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,lat,0.2467545704554227,0.2325448204612029,0.0142097499942197,0.188060121400001,0.1833489756189723,0.0047111457810287,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,lon,0.2467545704554227,0.2349866969297883,0.0117678735256343,0.188060121400001,0.1859473826304157,0.0021127387695852,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,D,abiotic_plus_pool,20401683,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,pool,lat,lon",0.2467545704554227,0.188060121400001,4.204052928794464,0.001,999,N_pct,0.2467545704554227,0.2378294028114811,0.0089251676439415,0.188060121400001,0.1889723132481144,-0.0009121918481134,0.1819041779258388,0.0061559434741622
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,pH_KCl,0.237524656169945,0.1118891073077559,0.125635548862189,0.1781109930143564,0.0549589218787659,0.1231520711355904,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,bio12now.100,0.237524656169945,0.2166613082942255,0.0208633478757194,0.1781109930143564,0.1664472895951374,0.0116637034192189,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,lat,0.237524656169945,0.2213524742957723,0.0161721818741726,0.1781109930143564,0.171439171366014,0.0066718216483423,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,lon,0.237524656169945,0.2258624228924631,0.0116622332774818,0.1781109930143564,0.1762382192317235,0.0018727737826328,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,N_pct,0.237524656169945,0.2278550841124672,0.0096695720574777,0.1781109930143564,0.1783586151453178,-0.0002476221309614,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,E,abiotic_plus_compl,20401684,84,148,4126,6,"pH_KCl,N_pct,bio12now.100,compl,lat,lon",0.237524656169945,0.1781109930143564,3.997812010815267,0.001,999,compl,0.237524656169945,0.2311870587736798,0.0063375973962651,0.1781109930143564,0.1819041779258388,-0.0037931849114823,0.1819041779258388,-0.0037931849114823
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,pH_KCl,0.2599794763877583,0.150237276070103,0.1097422003176552,0.1918196913182097,0.0840219988807605,0.1077976924374491,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,alpha,0.2599794763877583,0.2405228718511589,0.0194566045365993,0.1918196913182097,0.181342835891509,0.0104768554267007,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,bio12now.100,0.2599794763877583,0.2424198513302973,0.017559625057461,0.1918196913182097,0.1833876319534373,0.0084320593647724,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,lat,0.2599794763877583,0.2448690134862959,0.0151104629014623,0.1918196913182097,0.1860276379137995,0.0057920534044102,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,lon,0.2599794763877583,0.2482864310922234,0.0116930452955348,0.1918196913182097,0.1897113478007084,0.0021083435175013,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,N_pct,0.2599794763877583,0.2505956848056759,0.0093837915820823,0.1918196913182097,0.1922005433619623,-0.0003808520437525,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,F,abiotic_plus_alpha_dark,20401685,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,dark,lat,lon",0.2599794763877583,0.1918196913182097,3.8142649088825857,0.001,999,dark,0.2599794763877583,0.2548650480563823,0.0051144283313759,0.1918196913182097,0.1968025842685679,-0.0049828929503581,0.1819041779258388,0.0099155133923709
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,pH_KCl,0.2566111052823704,0.1476618431663493,0.108949262116021,0.1881410755057466,0.0812458828935973,0.1068951926121493,0.1819041779258388,0.0062368975799078
predictor_effect,7,AMF↔EUK,CLR,0.05,geography_sensitivity,G,abiotic_plus_pool_compl,20401686,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,pool,compl,lat,lon",0.2566111052823704,0.1881410755057466,3.747787259908269,0.001,999,pool,0.2566111052823704,0.237524656169945,0.0190864491124254,0.1881410755057466,0.1781109930143564,0.0100300824913902,0.1819041779258388,0.0062368975799078
