combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
15,AMF↔ITS,AMF,ITS,CLR,0.1,84,euclidean,pca,106,518,0.4947322638623616,0.002,0.48791772410061696,0.08011321788071275,0.2951228258546865,0.6124244606186132,0.6259273076681244,0.4939234167015982,0.49415645043349,0.04371535305991547,0.41075005034558765,0.5797695769672224,499,120,20410706
