combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
17,AMF↔EUK,AMF,EUK,presence/absence,0.1,84,jaccard,pcoa,106,1651,0.4281191169018138,0.002,0.4432109818901939,0.07778873947020849,0.2506178704121878,0.5704263407300829,0.6478549823255655,0.5161980153593032,0.5213819667086639,0.0486862228496464,0.4249326110607786,0.5996278005633754,499,120,20430720
