combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
6,BAC↔ITS,BAC,ITS,CLR,0.05,84,euclidean,pca,16561,1286,0.31613265685009984,0.002,0.3867628561763997,0.09147104255820657,0.23101637432332964,0.5927854150449182,0.4480512123453048,0.31174096405581153,0.3123772981820072,0.06139170505374673,0.19011857883592767,0.43130241966065214,499,120,20320643
