combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
13,AMF↔ITS,AMF,ITS,presence/absence,0.1,84,jaccard,pcoa,106,518,0.4585957697240603,0.002,0.47745346555945656,0.05119651282088108,0.37879705551384424,0.5629788274786511,0.5843043318063705,0.49789574194509983,0.49468686485194935,0.0364968214630868,0.4214758628529332,0.5778009241402133,499,120,20390692
