combo_index,pair,domain_1,domain_2,branch,threshold,n_samples,distance_metric,ordination_method,n_features_1,n_features_2,mantel_spearman,mantel_perm_pvalue,mantel_bootstrap_median,mantel_bootstrap_sd,mantel_ci_lower,mantel_ci_upper,procrustes_fit,procrustes_bootstrap_mean,procrustes_bootstrap_median,procrustes_bootstrap_sd,procrustes_ci_lower,procrustes_ci_upper,n_permutations,n_bootstraps,seed
12,AMF↔ITS,AMF,ITS,presence/absence,0.05,84,jaccard,pcoa,148,1286,0.45990195316406357,0.002,0.4887972624255049,0.04694774830978434,0.38763812116200436,0.5681179358874179,0.5548121075011844,0.4531820739572329,0.4541656878771793,0.045880153170263116,0.3613301018989155,0.5347642988308526,499,120,20380685
