record_type,combo_index,pair,branch,threshold,model_type,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2
summary,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,,,,,,,
summary,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,,,,,,,
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,pH_KCl,0.2725761732768079,0.1651556921452415,0.1074204811315664,0.2055766102891455,0.1001028889357797,0.1054737213533657
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,lat,0.2725761732768079,0.2498762874510888,0.0226998858257191,0.2055766102891455,0.1914250890706541,0.0141515212184913
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,alpha,0.2725761732768079,0.2499436071594468,0.022632566117361,0.2055766102891455,0.1914976544705725,0.0140789558185729
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,bio12now.100,0.2725761732768079,0.2567976338618838,0.0157785394149241,0.2055766102891455,0.1988857611757968,0.0066908491133487
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,N_pct,0.2725761732768079,0.2598288608590993,0.0127473124177086,0.2055766102891455,0.2021531876792888,0.0034234226098567
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,lon,0.2725761732768079,0.263557258656256,0.0090189146205519,0.2055766102891455,0.2061721099801201,-0.0005954996909746
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,geography_sensitivity,20320645,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2725761732768079,0.2055766102891455,4.068327629644409,0.001,999,compl,0.2725761732768079,0.2681253533081427,0.0044508199686652,0.2055766102891455,0.2110961600594265,-0.005519549770281
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,pH_KCl,0.2407309365818997,0.1341471654681815,0.1065837711137182,0.1920598427730471,0.0903065156184692,0.1017533271545778
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,alpha,0.2407309365818997,0.2178303454787195,0.0229005911031802,0.1920598427730471,0.1782268186675154,0.0138330241055316
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,bio12now.100,0.2407309365818997,0.2246852770877236,0.016045659494176,0.1920598427730471,0.1854288354212793,0.0066310073517678
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,N_pct,0.2407309365818997,0.2271187165339512,0.0136122200479484,0.1920598427730471,0.1879854869913664,0.0040743557816806
predictor_ranking,6,AMF↔EUK,presence/absence,0.05,primary,20320644,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2407309365818997,0.1920598427730471,4.946076156153988,0.001,999,compl,0.2407309365818997,0.2370662973875593,0.0036646391943403,0.1920598427730471,0.1984367428249042,-0.006376900051857
