record_type,combo_index,pair,branch,threshold,model_type,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,clr_distance_strategy,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2
summary,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,,,,,,,
predictor_ranking,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,pH_KCl,0.22738746538481258,0.13687421963363433,0.09051324575117825,0.177861020858198,0.0931716484758437,0.0846893723823543
predictor_ranking,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,alpha,0.22738746538481258,0.20247805818040843,0.024909407204404155,0.177861020858198,0.16209720036675823,0.01576382049143976
predictor_ranking,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,N_pct,0.22738746538481258,0.21276011109864956,0.014627354286163019,0.177861020858198,0.17289986355934062,0.004961157298857377
predictor_ranking,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,bio12now.100,0.22738746538481258,0.2154433402962771,0.011944125088535484,0.177861020858198,0.17571895246317715,0.0021420683950208463
predictor_ranking,7,AMF↔ITS,CLR,0.05,primary,20330651,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22738746538481258,0.177861020858198,4.591233381645615,0.001,999,direct_aitchison,compl,0.22738746538481258,0.22297185610633485,0.004415609278477728,0.177861020858198,0.18362865894716196,-0.005767638088963967
summary,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,,,,,,,
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,pH_KCl,0.25728422781654214,0.16657167216645985,0.0907125556500823,0.18887619616806572,0.10162920506254758,0.08724699110551815
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,alpha,0.25728422781654214,0.23350205369398314,0.023782174122559008,0.18887619616806572,0.17377494099481294,0.015101255173252781
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,lon,0.25728422781654214,0.2406064373886434,0.016677790427898742,0.18887619616806572,0.18143291302931697,0.0074432831387487575
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,lat,0.25728422781654214,0.2439851997988297,0.013299028017712433,0.18887619616806572,0.1850749556273099,0.0038012405407558125
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,N_pct,0.25728422781654214,0.24422354133649138,0.013060686480050765,0.18887619616806572,0.1853318692328414,0.003544326935224329
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,bio12now.100,0.25728422781654214,0.24476044625056181,0.01252378156598033,0.18887619616806572,0.18591061089346272,0.002965585274603
predictor_ranking,7,AMF↔ITS,CLR,0.05,geography_sensitivity,20330652,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25728422781654214,0.18887619616806572,3.7610236929287892,0.001,999,direct_aitchison,compl,0.25728422781654214,0.2529572503787867,0.004326977437755453,0.18887619616806572,0.19474612703167915,-0.005869930863613426
