record_type,combo_index,pair,branch,threshold,model_scope,hypothesis_id,hypothesis_name,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2,baseline_adjusted_r2,delta_adjusted_r2_vs_base
model_summary,3,AMF↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.21194112025172518,0.18238891226116483,7.171752456514393,0.002,499,,,,,,,,0.18238891226116483,0.0
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.21194112025172518,0.18238891226116483,7.171752456514393,0.002,499,pH_KCl,0.21194112025172518,0.08794328602858947,0.1239978342231357,0.18238891226116483,0.06542336716509778,0.11696554509606705,0.18238891226116483,0.0
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.21194112025172518,0.18238891226116483,7.171752456514393,0.002,499,N_pct,0.21194112025172518,0.1945876647528646,0.01735345549886058,0.18238891226116483,0.17470094042577478,0.007687971835390051,0.18238891226116483,0.0
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,A,abiotic_base,20320636,84,148,1286,3,"pH_KCl,N_pct,bio12now.100",0.21194112025172518,0.18238891226116483,7.171752456514393,0.002,499,bio12now.100,0.21194112025172518,0.1962244320630998,0.015716688188625372,0.18238891226116483,0.17637812174367007,0.006010790517494757,0.18238891226116483,0.0
model_summary,3,AMF↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.23750113313054155,0.19889359556753095,6.151677836042274,0.002,499,,,,,,,,0.18238891226116483,0.01650468330636612
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.23750113313054155,0.19889359556753095,6.151677836042274,0.002,499,pH_KCl,0.23750113313054155,0.1425685870164084,0.09493254611413315,0.19889359556753095,0.11041490902952378,0.08847868653800717,0.18238891226116483,0.01650468330636612
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.23750113313054155,0.19889359556753095,6.151677836042274,0.002,499,alpha,0.23750113313054155,0.21194112025172518,0.025560012878816374,0.19889359556753095,0.18238891226116483,0.01650468330636612,0.18238891226116483,0.01650468330636612
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.23750113313054155,0.19889359556753095,6.151677836042274,0.002,499,N_pct,0.23750113313054155,0.22092405401162551,0.016577079118916038,0.19889359556753095,0.19170870603706158,0.007184889530469363,0.18238891226116483,0.01650468330636612
predictor_effect,3,AMF↔ITS,CLR,0.05,primary,B,abiotic_plus_alpha,20320637,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,alpha",0.23750113313054155,0.19889359556753095,6.151677836042274,0.002,499,bio12now.100,0.23750113313054155,0.22482905984505264,0.012672073285488916,0.19889359556753095,0.19576014958924204,0.003133445978288907,0.18238891226116483,0.01650468330636612
model_summary,3,AMF↔ITS,CLR,0.05,primary,C,abiotic_plus_dark,20320638,84,148,1286,4,"pH_KCl,N_pct,bio12now.100,dark",0.22650614295239757,0.18734189702593662,5.78349302008037,0.002,499,,,,,,,,0.18238891226116483,0.004952984764771795
