record_type,combo_index,pair,branch,threshold,model_type,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2
summary,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,,,,,,,
predictor_ranking,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,pH_KCl,0.31325890453431404,0.16314316160283526,0.15011574293147878,0.2692370394403598,0.12077066345614351,0.1484663759842163
predictor_ranking,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,N_pct,0.31325890453431404,0.2842557645977538,0.02900313993656023,0.2692370394403598,0.24801555014700716,0.021221489293352658
predictor_ranking,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,bio12now.100,0.31325890453431404,0.2961368831468528,0.017122021387461217,0.2692370394403598,0.2604982443188454,0.008738795121514431
predictor_ranking,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,alpha,0.31325890453431404,0.2984102105215547,0.014848694012759345,0.2692370394403598,0.26288667687707645,0.006350362563283363
predictor_ranking,1,BAC↔ITS,CLR,0.05,primary,20270609,84,16561,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.31325890453431404,0.2692370394403598,7.115984383345349,0.002,499,compl,0.31325890453431404,0.30823020318616645,0.005028701348147591,0.2692370394403598,0.27320388436014953,-0.003966844919789714
summary,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,,,,,,,
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,pH_KCl,0.338583638622868,0.18980073662322905,0.14878290199963895,0.27766371060129,0.12666832648997428,0.15099538411131574
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,N_pct,0.338583638622868,0.31312324663695223,0.025460391985915765,0.27766371060129,0.2596003827385329,0.018063327862757106
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,bio12now.100,0.338583638622868,0.32082334292422954,0.017760295698638462,0.27766371060129,0.267900486528715,0.009763224072575016
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,alpha,0.338583638622868,0.3229003388709494,0.015683299751918622,0.27766371060129,0.2701393263154389,0.007524384285851116
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,lat,0.338583638622868,0.32406347368991584,0.014520164932952162,0.27766371060129,0.27139309501640285,0.006270615584887174
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,lon,0.338583638622868,0.32728438018023887,0.011299258442629134,0.27766371060129,0.27486498123324443,0.002798729368045594
predictor_ranking,1,BAC↔ITS,CLR,0.05,geography_sensitivity,20270610,84,16561,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.338583638622868,0.27766371060129,5.557846990609396,0.002,499,compl,0.338583638622868,0.33320661131774654,0.005377027305121462,0.27766371060129,0.28124868492692157,-0.0035849743256315403
