record_type,combo_index,pair,branch,threshold,model_type,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2
summary,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,,,,,,,
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,pH_KCl,0.2537067002700425,0.14783445165191866,0.10587224861812383,0.20586738618478884,0.10468682895074988,0.10118055723403896
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,alpha,0.2537067002700425,0.22917963054144674,0.024527069728595752,0.20586738618478884,0.19015075107519086,0.015716635109597976
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,N_pct,0.2537067002700425,0.23591707231591474,0.01778962795412775,0.20586738618478884,0.19722932914203695,0.00863805704275189
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,bio12now.100,0.2537067002700425,0.2394092248620172,0.014297475408025284,0.20586738618478884,0.20089829953857508,0.004969086646213761
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,primary,20280616,84,148,1286,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.2537067002700425,0.20586738618478884,5.3033097384698245,0.002,499,compl,0.2537067002700425,0.24992394310788135,0.0037827571621611433,0.20586738618478884,0.21194540858169808,-0.006078022396909244
summary,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,,,,,,,
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,pH_KCl,0.2899440061392974,0.1834013667554124,0.10654263938388497,0.2245441119679169,0.1197703044246653,0.10477380754325161
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,lat,0.2899440061392974,0.26308449526709854,0.026859510872198844,0.2245441119679169,0.20566250788531404,0.018881604082602865
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,alpha,0.2899440061392974,0.2657401105994657,0.02420389553983171,0.2245441119679169,0.20852505428254098,0.016019057685375926
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,N_pct,0.2899440061392974,0.27397181063106313,0.015972195508234255,0.2245441119679169,0.21739818548543166,0.007145926482485243
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,bio12now.100,0.2899440061392974,0.27583158468653834,0.014112421452759039,0.2245441119679169,0.21940287699977512,0.0051412349681417835
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,lon,0.2899440061392974,0.2804786609807952,0.00946534515850217,0.2245441119679169,0.22441206313514284,0.00013204883277406765
predictor_ranking,2,AMF↔ITS,presence/absence,0.05,geography_sensitivity,20280617,84,148,1286,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.2899440061392974,0.2245441119679169,4.4334017633040625,0.002,499,compl,0.2899440061392974,0.28627954198480354,0.0036644641544938406,0.2245441119679169,0.23066496084076227,-0.006120848872845364
