record_type,combo_index,pair,branch,threshold,model_type,seed,n_samples,n_features_domain1,n_features_domain2,n_predictors,predictor_set,r2,adjusted_r2,pseudo_f,permutation_p,permutations,predictor,full_r2,reduced_r2,delta_r2,full_adj_r2,reduced_adj_r2,delta_adj_r2
summary,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,,,,,,,
predictor_ranking,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,pH_KCl,0.22956842061946292,0.11992254214063836,0.10964587847882457,0.18018178091558235,0.07536165819839225,0.1048201227171901
predictor_ranking,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,alpha,0.22956842061946292,0.21016753558612622,0.0194008850333367,0.18018178091558235,0.1701760184006137,0.010005762514968652
predictor_ranking,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,bio12now.100,0.22956842061946292,0.21275353086713622,0.0168148897523267,0.18018178091558235,0.17289295015154826,0.007288830764034082
predictor_ranking,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,N_pct,0.22956842061946292,0.22122363754914176,0.00834478307032116,0.18018178091558235,0.18179192299466795,-0.001610142079085608
predictor_ranking,7,AMF↔EUK,CLR,0.05,primary,20330651,84,148,4126,5,"pH_KCl,N_pct,bio12now.100,alpha,compl",0.22956842061946292,0.18018178091558235,4.648391184254321,0.002,499,compl,0.22956842061946292,0.22710071198509352,0.0024677086343694032,0.18018178091558235,0.18796657081978174,-0.007784789904199396
summary,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,,,,,,,
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,pH_KCl,0.25660684691148306,0.14670910660515757,0.10989774030632549,0.18813642491648808,0.08021890711984514,0.10791751779664294
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,alpha,0.25660684691148306,0.237524656169945,0.019082190741538052,0.18813642491648808,0.1781109930143564,0.010025431902131676
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,bio12now.100,0.25660684691148306,0.23942972941967233,0.017177117491810723,0.18813642491648808,0.18016451353029617,0.00797191138619191
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,lat,0.25660684691148306,0.2407932025957129,0.015813644315770148,0.18813642491648808,0.18163423136940482,0.006502193547083257
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,lon,0.25660684691148306,0.24511818836886468,0.01148865854261838,0.18813642491648808,0.18629622902098408,0.0018401958955039932
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,N_pct,0.25660684691148306,0.24820262915649027,0.008404217754992782,0.18813642491648808,0.18962101584400903,-0.0014845909275209568
predictor_ranking,7,AMF↔EUK,CLR,0.05,geography_sensitivity,20330652,84,148,4126,7,"pH_KCl,N_pct,bio12now.100,alpha,compl,lat,lon",0.25660684691148306,0.18813642491648808,3.7477035986464395,0.002,499,compl,0.25660684691148306,0.2548650480563822,0.00174179885510084,0.18813642491648808,0.1968025842685679,-0.008666159352079816
