threshold,mean_procrustes_corr,mean_mantel_r,mean_rv,n_samples
0.05,0.4227401192231039,0.3451068458978214,0.5384891474815525,84
0.1,0.44128299279425615,0.37557943551628686,0.5506498356177224,84
